,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,Río Gallegos,-51.6226,-69.2181,53.65,32,20,40.29,AR,1628187788
360,Thinadhoo,0.5333,72.9333,81.57,77,86,6.76,MV,1628187788
361,Laje,-10.1833,-40.9667,78.64,44,70,12.15,BR,1628187789
362,Nemuro,43.3236,145.575,68.68,95,96,1.88,JP,1628187789
363,Ossora,59.2353,163.0719,46.62,90,100,12.88,RU,1628187789
364,Beloha,-25.1667,45.05,66.33,70,0,8.3,MG,1628187790
365,Elliot Lake,46.3834,-82.6331,75.29,47,86,9.69,CA,1628187790
366,Novaya Malykla,54.2,49.95,62.76,64,31,5.95,RU,1628187791
367,Nara,34.6851,135.8049,81.25,73,19,4.21,JP,1628187535
368,Eyl,7.9803,49.8164,77.65,79,37,28.48,SO,1628187792
369,Sur,22.5667,59.5289,94.1,46,45,9.69,OM,1628187792
370,Takoradze,4.8845,-1.7554,77.9,79,85,10.36,GH,1628187793
371,Broome,42.2506,-75.833,81.64,54,75,1.01,US,1628187793
372,Staryy Nadym,65.6118,72.6842,69.48,58,89,6.02,RU,1628187678
373,Salta,-24.7859,-65.4117,73.99,29,20,8.01,AR,1628187794
374,Syamzha,60.0158,41.0614,55.4,63,97,2.66,RU,1628187560
375,Gimli,50.6336,-96.9907,66.43,94,94,14.97,CA,1628187794
376,Henties Bay,-22.116,14.2845,55.85,79,6,8.84,NA,1628187795
377,Bogorodskoye,56.55,37.8833,60.78,93,100,6.35,RU,1628187795
378,Nicoya,10.1483,-85.452,90.95,73,39,1.88,CR,1628187795
379,Qaqortoq,60.7167,-46.0333,55.9,81,99,3.6,GL,1628187796
380,Rypefjord,70.6333,23.6667,54.07,94,75,3.44,NO,1628187796
381,Shahrud,36.4182,54.9763,74.25,40,15,7.7,IR,1628187797
382,Jamame,0.0722,42.7506,75.51,80,46,11.32,SO,1628187797
383,Los Llanos de Aridane,28.6585,-17.9182,71.35,89,20,17.27,ES,1628187798
384,Ahipara,-35.1667,173.1667,55.18,85,65,15.9,NZ,1628187798
385,Burnie,-41.0667,145.9167,49.91,79,100,16.13,AU,1628187799
386,Lodja,-3.4833,23.4333,83.52,32,48,2.17,CD,1628187799
387,Cayenne,4.9333,-52.3333,89.64,73,75,5.01,GF,1628187799
388,Vestmanna,62.1564,-7.1664,54.52,100,90,2.3,FO,1628187800
389,Shaunavon,49.6501,-108.4181,79.77,29,5,5.77,CA,1628187570
390,Tual,-5.6667,132.75,80.38,79,70,21.85,ID,1628187801
391,Trincomalee,8.5711,81.2335,81.57,75,100,22.55,LK,1628187801
392,Mīrābād,30.4362,61.8383,95.54,11,1,24.43,AF,1628187801
393,Inuvik,68.3499,-133.7218,66.24,56,1,6.91,CA,1628187802
394,Diego de Almagro,-26.3667,-70.05,78.24,10,0,10.04,CL,1628187802
395,Moerai,-22.4333,-151.3333,73.22,71,6,7.23,PF,1628187803
396,Mackenzie,55.2999,-123.1698,73.62,56,20,2.3,CA,1628187803
397,Severo-Kuril'sk,50.6789,156.125,52.2,88,20,16.62,RU,1628187803
398,Bathsheba,13.2167,-59.5167,84.81,79,75,20.71,BB,1628187804
399,Nizhniy Ufaley,55.9153,59.9842,61.07,97,100,2.95,RU,1628187681
400,Ustupo,9.1333,-77.9333,86.05,69,83,6.29,PA,1628187805
401,Visnes,59.3556,5.2242,66.09,72,40,4.61,NO,1628187805
402,Port Lincoln,-34.7333,135.8667,54.81,75,99,8.59,AU,1628187805
403,Swan River,52.1058,-101.2676,67.89,49,27,3.44,CA,1628187806
404,Dwārka,22.2394,68.9678,81.63,81,100,16.51,IN,1628187807
405,Yangi Marg`ilon,40.4272,71.7189,84.92,26,68,6.91,UZ,1628187807
406,Puerto Baquerizo Moreno,-0.9,-89.6,76.19,69,75,16.11,EC,1628187807
407,Mago,53.2514,140.1822,54.43,92,100,3.8,RU,1628187808
408,Madang,-5.2246,145.7966,74.79,92,95,2.1,PG,1628187808
409,Klintsy,52.7602,32.2393,65.08,75,86,4.88,RU,1628187809
410,Valera,9.3178,-70.6036,89.89,47,20,4.43,VE,1628187809
411,São Félix do Xingu,-6.6447,-51.995,99.37,15,7,3.76,BR,1628187810
412,Inverness,57.4791,-4.224,66.18,59,20,17.27,GB,1628187810
413,Muskogee,35.5834,-95.3336,87.96,63,1,8.05,US,1628187810
414,Härnösand,62.6323,17.9379,64.99,75,20,8.9,SE,1628187811
415,Adana Province,36.985,35.2881,86.02,88,40,0.0,TR,1628187811
416,Aleksandrovskoye,44.7142,43.0008,82.15,43,53,7.85,RU,1628187812
417,Pokhara,28.2333,83.9833,75.49,70,96,3.22,NP,1628187812
418,Sortland,68.6949,15.4162,55.58,92,100,7.45,NO,1628187812
419,Ternova,50.1849,36.6757,76.78,53,93,7.07,UA,1628187813
420,Maningrida,-12.0667,134.2667,61.75,75,97,10.69,AU,1628187814
421,Ambovombe,-25.1667,46.0833,65.48,71,0,6.46,MG,1628187814
422,Kiryat Gat,31.61,34.7642,89.4,42,0,5.59,IL,1628187814
423,Praia,14.9215,-23.5087,86.54,70,75,9.22,CV,1628187815
424,Marawi,7.9986,124.2928,67.64,82,82,5.08,PH,1628187815
425,Snyder,32.7179,-100.9176,87.94,51,1,5.75,US,1628187816
426,El Alto,-4.2714,-81.2147,73.06,62,2,19.48,PE,1628187816
427,Buchanan,5.8808,-10.0467,80.56,75,100,11.32,LR,1628187817
428,Kunjah,32.5285,73.9737,82.44,62,1,6.64,PK,1628187817
429,Antonina,-25.4286,-48.7119,72.73,61,100,3.58,BR,1628187818
430,Svarstad,59.399,9.9698,66.7,30,90,4.03,NO,1628187818
431,Srednekolymsk,67.45,153.6833,40.91,84,100,8.1,RU,1628187818
432,Lüderitz,-26.6481,15.1594,57.76,76,58,1.74,NA,1628187819
433,La Asuncion,11.0333,-63.8628,87.53,62,0,13.8,VE,1628187819
434,Comodoro Rivadavia,-45.8667,-67.5,69.66,28,0,23.02,AR,1628187820
435,Ikwiriri,-7.9562,38.9716,70.36,84,90,4.68,TZ,1628187820
436,Istok,42.7808,20.4875,83.32,45,59,5.97,XK,1628187820
437,Sirte,31.2089,16.5887,87.53,53,0,9.95,LY,1628187821
438,Port-Cartier,50.0334,-66.8654,66.42,70,46,8.99,CA,1628187821
439,Tutóia,-2.7619,-42.2744,87.78,67,80,8.21,BR,1628187821
440,Leer,8.3018,30.1418,73.2,86,80,2.89,SS,1628187822
441,Balabac,7.9868,117.0645,83.28,80,84,12.62,PH,1628187822
442,Urusha,54.05,122.9,55.76,98,100,2.66,RU,1628187823
443,Narsaq,60.9167,-46.05,55.62,73,99,4.97,GL,1628187823
444,Shebunino,46.4339,141.8603,65.91,96,91,8.77,RU,1628187824
445,Atar,20.5169,-13.0499,100.45,27,0,11.5,MR,1628187824
446,Kongolo,-5.3833,27.0,88.61,27,44,5.23,CD,1628187824
447,Fairbanks,64.8378,-147.7164,71.92,61,1,0.0,US,1628187337
448,Yantal',56.8471,105.2542,55.58,94,61,3.2,RU,1628187825
449,De-Kastri,51.4667,140.7833,57.09,98,100,1.66,RU,1628187825
450,Ostrovnoy,68.0531,39.5131,51.28,73,100,5.68,RU,1628187826
451,Kapit,2.0167,112.9333,73.42,97,92,1.43,MY,1628187826
452,Kushchëvskaya,46.5564,39.6386,84.9,40,75,8.01,RU,1628187827
453,Port Hardy,50.6996,-127.4199,59.18,100,90,10.36,CA,1628187810
454,Chālūs,36.655,51.4204,76.46,83,0,0.0,IR,1628187827
455,Betafo,-19.8333,46.85,51.12,88,0,5.57,MG,1628187828
456,Camaná,-16.6228,-72.7111,66.27,74,16,9.78,PE,1628187828
457,Kostomuksha,64.571,30.5767,55.83,69,82,2.68,RU,1628187828
458,Mae Hong Son,19.3003,97.9685,75.06,99,100,2.24,TH,1628187829
459,Tabou,4.423,-7.3528,77.83,78,82,9.31,CI,1628187829
460,Vestmannaeyjar,63.4427,-20.2734,56.93,76,64,5.61,IS,1628187830
461,Chota,-6.55,-78.65,74.1,43,30,9.26,PE,1628187830
462,Ol'ga,43.7444,135.2892,70.39,97,6,3.18,RU,1628187831
463,Kotido,2.9806,34.1331,75.09,50,92,7.76,UG,1628187831
464,San Cristobal,7.7669,-72.225,80.78,51,61,8.75,VE,1628187532
465,Belyy Yar,53.6039,91.3903,57.09,94,0,0.0,RU,1628187832
466,Xining,36.6167,101.7667,59.56,69,96,3.98,CN,1628187656
467,Fort-Shevchenko,44.5086,50.263,84.31,52,57,2.73,KZ,1628187833
468,Honningsvåg,70.9821,25.9704,53.13,93,98,10.13,NO,1628187825
469,Solnechnyy,50.7214,136.6319,57.49,98,100,2.64,RU,1628187833
470,Kommunisticheskiy,61.6789,64.4819,64.74,93,87,7.54,RU,1628187834
471,Itarema,-2.9248,-39.9167,86.41,55,49,17.34,BR,1628187834
472,Baft,29.234,56.6057,73.98,35,78,4.85,IR,1628187835
473,Hasaki,35.7333,140.8333,75.6,82,89,3.42,JP,1628187835
474,De Aar,-30.6497,24.0123,53.56,22,0,8.75,ZA,1628187836
475,Lavrentiya,65.5833,-171.0,53.17,85,100,6.4,RU,1628187836
476,Sarangani,5.4033,125.4636,83.84,76,91,5.39,PH,1628187837
477,Elko,41.0002,-115.5012,92.05,15,16,10.0,US,1628187837
478,Garissa,-0.4536,39.6401,79.52,50,30,23.29,KE,1628187838
479,Vicam,27.6333,-110.2833,95.81,53,40,7.63,MX,1628187838
480,Tamiahua,21.2667,-97.45,86.22,68,96,7.58,MX,1628187838
481,Puerto Escondido,15.85,-97.0667,86.83,62,40,10.36,MX,1628187839
482,Guerrero Negro,27.9769,-114.0611,79.61,58,50,5.35,MX,1628187839
483,Borogontsy,62.6683,131.1683,53.71,45,5,6.06,RU,1628187839
484,Tingo María,-9.2895,-76.0088,84.51,51,20,4.61,PE,1628187840
485,Naze,28.3667,129.4833,77.88,92,99,26.35,JP,1628187840
486,Nairn,57.5809,-3.8797,66.11,60,20,17.27,GB,1628187841
487,Dubti,11.7361,41.0853,93.79,44,21,1.07,ET,1628187837
488,Kuril'sk,45.2333,147.8833,61.2,94,100,5.91,RU,1628187841
489,Ţahţā,26.7693,31.5021,102.52,11,0,7.94,EG,1628187842
490,Huarmey,-10.0681,-78.1522,69.75,72,24,11.34,PE,1628187842
491,Aketi,2.7388,23.7833,75.85,77,86,1.45,CD,1628187843
492,Wetaskiwin,52.9668,-113.3687,84.79,24,25,8.59,CA,1628187843
493,Grand Gaube,-20.0064,57.6608,70.2,67,66,5.99,MU,1628187844
494,Along,28.1667,94.7667,76.01,96,68,2.21,IN,1628187844
495,Cap Malheureux,-19.9842,57.6142,70.29,66,54,7.0,MU,1628187845
496,Chumikan,54.7183,135.315,52.66,98,100,16.35,RU,1628187845
497,Hurricane,37.1753,-113.2899,102.87,12,0,7.87,US,1628187419
498,Mount Gambier,-37.8333,140.7667,51.46,76,87,8.93,AU,1628187846
499,Tocopilla,-22.092,-70.1979,68.61,54,2,4.76,CL,1628187846
500,Sulangan,11.1373,123.7228,83.82,74,85,13.47,PH,1628187847
501,Tezu,27.9167,96.1667,77.02,93,68,5.03,IN,1628187847
502,Pisco,-13.7,-76.2167,66.25,72,0,9.22,PE,1628187847
503,Birao,10.2849,22.7882,78.57,77,27,4.7,CF,1628187848
504,Tezpur,26.6333,92.8,82.36,88,90,1.36,IN,1628187848
505,Gonder,12.6,37.4667,58.66,84,100,2.53,ET,1628187849
506,Pangkalanbuun,-2.6833,111.6167,74.88,98,100,2.01,ID,1628187849
507,Saint-Augustin,51.226,-58.6502,73.02,49,17,21.79,CA,1628187849
508,Vao,-22.6667,167.4833,67.06,59,85,18.77,NC,1628187850
509,Palekastro,35.2,26.25,83.61,53,0,11.83,GR,1628187850
510,Talcahuano,-36.7167,-73.1167,55.08,82,75,8.05,CL,1628187851
511,Saurimo,-9.6608,20.3916,71.73,20,0,3.42,AO,1628187851
512,Adrar,20.5022,-10.0711,108.25,9,0,17.0,MR,1628187852
513,Mocuba,-16.8392,36.9856,68.25,80,47,7.09,MZ,1628187852
514,Zhicheng,30.2956,111.5047,79.74,88,14,5.59,CN,1628187853
515,Kisesa,-3.0833,34.15,73.26,50,87,9.51,TZ,1628187853
516,Ust-Kuyga,70.0167,135.6,43.7,81,100,17.85,RU,1628187853
517,Epe,6.5841,3.9834,73.27,95,100,3.2,NG,1628187854
518,Gazojak,41.1875,61.4036,91.65,16,69,10.76,TM,1628187854
519,Belle Fourche,44.6714,-103.8522,93.85,27,34,6.49,US,1628187855
520,Pacific Grove,36.6177,-121.9166,76.15,79,20,3.0,US,1628187855
521,La Paz,-16.5,-68.15,58.98,33,40,14.97,BO,1628187802
522,Grindavik,63.8424,-22.4338,59.56,88,75,8.05,IS,1628187856
523,Sivaki,52.6333,126.75,61.12,99,98,4.21,RU,1628187856
524,Arrondissement de Rodez,44.5,2.5833,69.48,68,75,5.75,FR,1628187857
525,Zhangye,38.9342,100.4517,77.56,28,100,8.21,CN,1628187857
526,Jasper,37.2001,-94.3502,81.36,69,75,8.05,US,1628187175
527,Ambilobe,-13.2,49.05,69.04,71,42,4.23,MG,1628187858
528,Waikuku,-43.3,172.6833,48.02,94,100,12.57,NZ,1628187858
529,Oddur,4.1213,43.8894,77.61,55,87,20.94,SO,1628187858
530,Kerrville,30.0474,-99.1403,78.62,89,40,0.0,US,1628187859
531,Örnsköldsvik,63.2909,18.7153,64.22,59,0,6.91,SE,1628187859
532,Munxar,36.0307,14.2348,84.38,70,7,1.99,MT,1628187860
533,Sisimiut,66.9395,-53.6735,46.9,87,100,13.87,GL,1628187860
534,Jaisalmer,26.9147,70.9181,91.78,46,7,20.27,IN,1628187738
535,Alice Springs,-23.7,133.8833,40.55,70,25,2.3,AU,1628187861
536,Bose,45.4612,8.0137,78.75,76,45,2.24,IT,1628187861
537,Aksarka,66.5606,67.7975,63.07,77,88,8.41,RU,1628187862
538,Tegul'det,57.3064,88.1667,55.65,97,9,1.39,RU,1628187862
539,Diapaga,12.0708,1.7889,77.9,82,94,7.85,BF,1628187863
540,Tessalit,20.1986,1.0114,99.01,27,70,8.34,ML,1628187863
541,Longyan,25.1072,117.0225,75.78,99,100,4.43,CN,1628187863
542,Ingrāj Bāzār,25.0,88.15,85.84,78,100,1.97,IN,1628187864
543,Ganzhou,28.8184,115.4327,80.33,90,97,5.21,CN,1628187864
544,Hirara,24.8,125.2833,82.99,87,100,21.16,JP,1628187865
545,Poum,-20.2333,164.0167,70.16,68,81,20.11,NC,1628187865
546,Mozarlândia,-14.7447,-50.5706,93.65,18,23,6.71,BR,1628187865
547,Itupiranga,-5.1347,-49.3267,97.12,24,1,2.84,BR,1628187866
548,Yatou,37.15,122.3833,74.73,96,100,4.61,CN,1628187866
549,Karratha,-20.7377,116.8463,69.78,31,42,15.66,AU,1628187867
550,Khandyga,62.6667,135.6,53.33,50,33,1.99,RU,1628187867
551,Pontian Kecil,1.4801,103.3899,84.38,81,98,7.07,MY,1628187868
552,Yinchuan,38.4681,106.2731,74.59,24,43,5.79,CN,1628187868
553,Vila Franca do Campo,37.7167,-25.4333,75.61,67,3,8.66,PT,1628187869
554,Dmitriyevka,54.75,55.3333,68.49,64,52,10.36,RU,1628187869
555,Anzio,41.4853,12.6179,80.33,71,30,14.7,IT,1628187870
556,Lázaro Cárdenas,17.9583,-102.2,76.33,91,100,2.06,MX,1628187755
557,Charters Towers,-20.1,146.2667,49.46,42,12,7.45,AU,1628187870
558,Vanino,49.0869,140.2543,59.92,99,100,2.84,RU,1628187871
559,Klyuchi,52.2667,79.1667,67.53,58,97,7.63,RU,1628187871
560,Nantucket,41.2835,-70.0995,73.99,93,100,24.61,US,1628187872
